invno,invdate,amount,tbl_customer_idtbl_customer,customer,,,,,,,,,
5135,9/5/2023,69615,30,NEW MALMADU ELECTRICALS,,,,,,,,,
4443,3/14/2023,280950,286,NEW LIGHT ELECTRICALS,,,,,,,,,
5136,9/5/2023,41415,30,NEW MALMADU ELECTRICALS,,,,,,,,,
5455,10/31/2023,111693,377,M/S.RIZNA HARDWARE,,,,,,,,,
4451,3/17/2023,108000,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4495,3/28/2023,67875,286,NEW LIGHT ELECTRICALS,,,,,,,,,
5485,11/6/2023,21570,35,P.P.S TRADING COMPANY,,,,,,,,,
4530,4/6/2023,139365,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4541,4/7/2023,343725,55,VALUE VISION ,,,,,,,,,
4595,5/4/2023,87375,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4600,5/8/2023,20700,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4578,4/27/2023,31387.5,55,VALUE VISION ,,,,,,,,,
4615,5/15/2023,23850,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4679,6/2/2023,945615,55,VALUE VISION ,,,,,,,,,
4635,5/19/2023,80250,286,NEW LIGHT ELECTRICALS,,,,,,,,,
5200,9/18/2023,61507.5,55,VALUE VISION ,,,,,,,,,
4660,5/30/2023,143400,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4521,3/31/2023,154717.5,25,LIYANAGE HARDWARE ,,,,,,,,,
4697,6/7/2023,86250,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4715,6/13/2023,140775,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4684,6/5/2023,112020,25,LIYANAGE HARDWARE ,,,,,,,,,
4843,7/10/2023,103050,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4685,6/5/2023,24000,25,LIYANAGE HARDWARE ,,,,,,,,,
4877,7/12/2023,195150,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4928,7/25/2023,261525,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4987,8/7/2023,171600,286,NEW LIGHT ELECTRICALS,,,,,,,,,
5095,8/28/2024,139725,286,NEW LIGHT ELECTRICALS,,,,,,,,,
5228,9/25/2023,207900,286,NEW LIGHT ELECTRICALS,,,,,,,,,
5312,10/5/2023,174750,286,NEW LIGHT ELECTRICALS,,,,,,,,,
5324,10/9/2023,129375,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4805,6/30/2023,557010,16,HESHALI ELECTRICALS,,,,,,,,,
5412,10/24/2023,113100,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4228,12/29/2022,81112.5,12,GAMAGE ELECTRICALS ,,,,,,,,,
5489,11/7/2023,34740,286,NEW LIGHT ELECTRICALS,,,,,,,,,
5548,11/23/2023,134475,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4459,3/20/2023,10462.5,12,GAMAGE ELECTRICALS ,,,,,,,,,
5559,11/28/2023,126450,286,NEW LIGHT ELECTRICALS,,,,,,,,,
4473,3/22/2023,7687.5,12,GAMAGE ELECTRICALS ,,,,,,,,,
4549,4/10/2023,65940,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
4609,5/10/2023,48000,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
4502,3/28/2023,143512.5,299,WAYAMBA ELECTRICALS ,,,,,,,,,
4329,2/2/2023,108600,41,PATHUM HARDWARE,,,,,,,,,
4523,3/31/2023,138780,299,WAYAMBA ELECTRICALS ,,,,,,,,,
4355,2/10/2023,189900,41,PATHUM HARDWARE,,,,,,,,,
4607,5/10/2023,67050,299,WAYAMBA ELECTRICALS ,,,,,,,,,
4356,2/10/2023,24000,41,PATHUM HARDWARE,,,,,,,,,
4367,2/15/2023,11250,41,PATHUM HARDWARE,,,,,,,,,
4625,5/17/2023,5175,299,WAYAMBA ELECTRICALS ,,,,,,,,,
4524,3/31/2023,609255,41,PATHUM HARDWARE,,,,,,,,,
4975,7/31/2023,134962.5,299,WAYAMBA ELECTRICALS ,,,,,,,,,
5161,9/11/2023,120000,41,PATHUM HARDWARE,,,,,,,,,
5118,8/31/2023,90915,299,WAYAMBA ELECTRICALS ,,,,,,,,,
5419,10/25/2023,162000,41,PATHUM HARDWARE,,,,,,,,,
4648,5/26/2023,88537.5,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
5453,10/31/2023,237435,41,PATHUM HARDWARE,,,,,,,,,
4649,5/26/2023,60000,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
,,,,,,,,,,,,,
3734,5/31/2022,204915,59,WICKRAMA ELECTRICALS,,,,,,,,,
5278,9/30/2023,55635,59,WICKRAMA ELECTRICALS,,,,,,,,,
4765,6/23/2023,7350,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
4767,6/23/2023,33765,2,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
4671,5/31/2023,586650,288,NIPPON ELECTRICALS ,,,,,,,,,
4699,6/8/2023,35760,288,NIPPON ELECTRICALS ,,,,,,,,,
4768,6/23/2023,81000,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4787,6/28/2023,26010,288,NIPPON ELECTRICALS ,,,,,,,,,
4880,7/17/2023,13875,288,NIPPON ELECTRICALS ,,,,,,,,,
5254,9/30/2023,174750,288,NIPPON ELECTRICALS ,,,,,,,,,
,,,,,,,,,,,,,
4832,7/10/2023,62730,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
4960,7/31/2023,27000,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
,,,,,,,,,,,,,
5034,8/15/2023,84975,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
5233,9/25/2023,32850,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
5398,10/23/2023,452953,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
5506,11/15/2023,26482.5,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
5593,12/5/2023,277980,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
5710,12/28/2023,304725,390,M/S. F.N.S.ELECTRICALS.,,,,,,,,,
4598,8/5/2023,110625,389,M/S. BEEMA GRAND CERAMIC.,,,,,,,,,
,,,,,,,,,,,,,
4704,6/12/2023,41490,389,M/S. BEEMA GRAND CERAMIC.,,,,,,,,,
,,,,,,,,,,,,,
4803,6/30/2023,30885,389,M/S. BEEMA GRAND CERAMIC.,,,,,,,,,
5011,8/11/2023,32775,389,M/S. BEEMA GRAND CERAMIC.,,,,,,,,,
5016,8/14/2023,19080,389,M/S. BEEMA GRAND CERAMIC.,,,,,,,,,
5101,8/28/2023,31455,389,M/S. BEEMA GRAND CERAMIC.,,,,,,,,,
5542,11/22/2023,118275,389,M/S. BEEMA GRAND CERAMIC.,,,,,,,,,
4703,6/12/2023,139800,328,S R T M MARKETING,,,,,,,,,
5288,9/30/2023,174750,288,NIPPON ELECTRICALS ,,,,,,,,,
4809,5/7/2023,98955,328,S R T M MARKETING,,,,,,,,,
5340,10/10/2023,137700,288,NIPPON ELECTRICALS ,,,,,,,,,
4678,6/1/2023,0,259,KASTHURIARACHCHI ELECTRICALS,,,,,,,,,
4764,6/23/2023,19470,259,KASTHURIARACHCHI ELECTRICALS,,,,,,,,,
4590,5/3/2023,57840,254,HARRY TRADING ,,,,,,,,,
5492,11/7/2023,18015,288,NIPPON ELECTRICALS ,,,,,,,,,
5529,11/20/2023,122085,288,NIPPON ELECTRICALS ,,,,,,,,,
4631,5/18/2023,88725,254,HARRY TRADING ,,,,,,,,,
5580,12/4/2023,353475,288,NIPPON ELECTRICALS ,,,,,,,,,
5707,12/28/2023,245250,288,NIPPON ELECTRICALS ,,,,,,,,,
4634,5/19/2023,33825,254,HARRY TRADING ,,,,,,,,,
4006,10/7/2022,371520,292,PRIYA STORES,,,,,,,,,
4398,2/27/2023,13950,292,PRIYA STORES,,,,,,,,,
2832,8/6/2021,15180,53,THARINDU ELECTRICALS,,,,,,,,,
4539,4/7/2023,34950,292,PRIYA STORES,,,,,,,,,
4596,5/8/2023,221685,292,PRIYA STORES,,,,,,,,,
4776,6/27/2023,24330,53,THARINDU ELECTRICALS,,,,,,,,,
4640,5/22/2023,9450,254,HARRY TRADING ,,,,,,,,,
4962,7/31/2023,101700,292,PRIYA STORES,,,,,,,,,
4777,6/27/2023,75562.5,53,THARINDU ELECTRICALS,,,,,,,,,
5540,11/21/2023,7957.5,292,PRIYA STORES,,,,,,,,,
4617,5/15/2023,407820,357,DILEENA ELECTRICALS,,,,,,,,,
4683,6/2/2023,18652.5,254,HARRY TRADING ,,,,,,,,,
4733,6/19/2023,6682.5,254,HARRY TRADING ,,,,,,,,,
4754,6/21/2023,2685,254,HARRY TRADING ,,,,,,,,,
4374,2/16/2023,58492.5,395,M/S. VICTORINES ELECTRICALS,,,,,,,,,
5223,9/21/2023,101940,396,YOUNUS ELECTRICALS,,,,,,,,,
5301,10/4/2023,34950,396,YOUNUS ELECTRICALS,,,,,,,,,
4465,3/21/2023,150142.5,395,M/S. VICTORINES ELECTRICALS,,,,,,,,,
4475,3/22/2023,8100,395,M/S. VICTORINES ELECTRICALS,,,,,,,,,
5262,9/30/2023,35760,395,M/S. VICTORINES ELECTRICALS,,,,,,,,,
5000,8/9/2023,22320,254,HARRY TRADING ,,,,,,,,,
5573,11/30/2023,67845,395,M/S. VICTORINES ELECTRICALS,,,,,,,,,
4681,6/5/2023,233655,290,OXFORD ELECTRICALS,,,,,,,,,
5610,12/7/2024,44700,395,M/S. VICTORINES ELECTRICALS,,,,,,,,,
5003,8/9/2023,120000,290,OXFORD ELECTRICALS,,,,,,,,,
5687,12/2/2023,11025,254,HARRY TRADING ,,,,,,,,,
5164,9/8/2023,53430,290,OXFORD ELECTRICALS,,,,,,,,,
5631,12/14/2023,171710,395,M/S. VICTORINES ELECTRICALS,,,,,,,,,
5165,9/8/2023,12345,290,OXFORD ELECTRICALS,,,,,,,,,
5673,12/21/2023,174105,395,M/S. VICTORINES ELECTRICALS,,,,,,,,,
5307,10/5/2023,34950,290,OXFORD ELECTRICALS,,,,,,,,,
5723,12/29/2023,197910,395,M/S. VICTORINES ELECTRICALS,,,,,,,,,
5549,11/23/2023,135150,290,OXFORD ELECTRICALS,,,,,,,,,
5006,8/10/2023,29565,266,NIMSARA ELECTRICALS,,,,,,,,,
4000,10/5/2022,221527.5,297,SMART HOMES & ELECTRICALS,,,,,,,,,
4036,10/18/2022,246975,297,SMART HOMES & ELECTRICALS,,,,,,,,,
4445,3/14/2023,36315,398,M/S. U.K ELECTRICALS & LIGHTING,,,,,,,,,
5463,10/31/2023,379515,398,M/S. U.K ELECTRICALS & LIGHTING,,,,,,,,,
4128,11/22/2022,43425,297,SMART HOMES & ELECTRICALS,,,,,,,,,
4171,12/6/2022,23400,297,SMART HOMES & ELECTRICALS,,,,,,,,,
3627,3/31/2022,164000,255,HASEENA TRADERS,,,,,,,,,
4738,6/19/2023,53032.5,215,NEW CITY HARDWARE ,,,,,,,,,
4172,12/6/2022,64875,297,SMART HOMES & ELECTRICALS,,,,,,,,,
4741,6/19/2023,43195,215,NEW CITY HARDWARE ,,,,,,,,,
2171,12/8/2022,80250,297,SMART HOMES & ELECTRICALS,,,,,,,,,
3699,5/17/2022,21675,255,HASEENA TRADERS,,,,,,,,,
4821,7/8/2023,1395,215,NEW CITY HARDWARE ,,,,,,,,,
4325,2/2/2023,187830,297,SMART HOMES & ELECTRICALS,,,,,,,,,
4830,7/10/2023,32377.5,215,NEW CITY HARDWARE ,,,,,,,,,
4508,3/30/2023,190665,297,SMART HOMES & ELECTRICALS,,,,,,,,,
4917,7/24/2023,2092.5,215,NEW CITY HARDWARE ,,,,,,,,,
4301,1/25/2023,13552.5,255,HASEENA TRADERS,,,,,,,,,
4525,3/31/2023,96540,297,SMART HOMES & ELECTRICALS,,,,,,,,,
4966,7/31/2023,16087.5,215,NEW CITY HARDWARE ,,,,,,,,,
4601,5/8/2023,91035,297,SMART HOMES & ELECTRICALS,,,,,,,,,
4979,8/3/2023,9322.5,215,NEW CITY HARDWARE ,,,,,,,,,
4719,6/14/2023,120525,297,SMART HOMES & ELECTRICALS,,,,,,,,,
5046,8/17/2023,5475,215,NEW CITY HARDWARE ,,,,,,,,,
5050,8/18/2023,5745,215,NEW CITY HARDWARE ,,,,,,,,,
4728,6/16/2023,10620,297,SMART HOMES & ELECTRICALS,,,,,,,,,
5264,9/30/2023,36832.5,215,NEW CITY HARDWARE ,,,,,,,,,
4816,7/6/2023,125625,297,SMART HOMES & ELECTRICALS,,,,,,,,,
5585,12/4/2023,8332.5,215,NEW CITY HARDWARE ,,,,,,,,,
4888,7/18/2023,68325,297,SMART HOMES & ELECTRICALS,,,,,,,,,
5590,12/5/2023,61027.5,215,NEW CITY HARDWARE ,,,,,,,,,
4977,8/3/2023,109927.5,297,SMART HOMES & ELECTRICALS,,,,,,,,,
5682,12/22/2023,10972.5,215,NEW CITY HARDWARE ,,,,,,,,,
5203,9/19/2023,57675,297,SMART HOMES & ELECTRICALS,,,,,,,,,
5666,12/20/2023,387825,297,SMART HOMES & ELECTRICALS,,,,,,,,,
4358,2/13/2023,17250,255,HASEENA TRADERS,,,,,,,,,
5313,10/5/2023,104850,391,"M/S. STAR ELECTRICALS,",,,,,,,,,
4793,6/29/2023,207300,399,"M/S. SANJEEWA ENTERPRISES,",,,,,,,,,
5279,9/30/2023,559050,399,"M/S. SANJEEWA ENTERPRISES,",,,,,,,,,
4317,1/31/2023,8400,318,NEW CITY ELECTRICALS,,,,,,,,,
5472,10/31/2023,335250,399,"M/S. SANJEEWA ENTERPRISES,",,,,,,,,,
4566,4/26/2023,68550,318,NEW CITY ELECTRICALS,,,,,,,,,
5162,9/11/2023,358500,255,HASEENA TRADERS,,,,,,,,,
4588,5/3/2023,25252.5,318,NEW CITY ELECTRICALS,,,,,,,,,
4738,6/19/2023,18615,400,M/S. TOKYO TRADING,,,,,,,,,
4636,5/22/2023,39030,318,NEW CITY ELECTRICALS,,,,,,,,,
4785,6/27/2023,33652.5,400,M/S. TOKYO TRADING,,,,,,,,,
4790,6/28/2023,86677.5,400,M/S. TOKYO TRADING,,,,,,,,,
4652,5/26/2023,39960,318,NEW CITY ELECTRICALS,,,,,,,,,
4823,7/7/2023,51720,400,M/S. TOKYO TRADING,,,,,,,,,
5026,8/15/2023,68107.5,318,NEW CITY ELECTRICALS,,,,,,,,,
5397,10/23/2023,160500,391,"M/S. STAR ELECTRICALS,",,,,,,,,,
5062,8/22/2023,33000,318,NEW CITY ELECTRICALS,,,,,,,,,
4913,7/24/2023,56632.5,400,M/S. TOKYO TRADING,,,,,,,,,
5368,10/16/2023,77595,318,NEW CITY ELECTRICALS,,,,,,,,,
4919,7/25/2023,19702.5,400,M/S. TOKYO TRADING,,,,,,,,,
5686,12/22/2023,460050,391,"M/S. STAR ELECTRICALS,",,,,,,,,,
5564,11/29/2023,73080,318,NEW CITY ELECTRICALS,,,,,,,,,
4934,7/25/2023,73005,400,M/S. TOKYO TRADING,,,,,,,,,
5697,12/27/2023,83700,391,"M/S. STAR ELECTRICALS,",,,,,,,,,
4943,7/26/2023,16882.5,400,M/S. TOKYO TRADING,,,,,,,,,
3711,5/24/2022,80730,291,OMEGA ELECTRICALS,,,,,,,,,
4948,7/27/2023,5445,400,M/S. TOKYO TRADING,,,,,,,,,
5280,9/30/2023,87375,255,HASEENA TRADERS,,,,,,,,,
3713,5/26/2022,46320,291,OMEGA ELECTRICALS,,,,,,,,,
4965,7/31/2023,2700,400,M/S. TOKYO TRADING,,,,,,,,,
3978,9/27/2022,15862.5,291,OMEGA ELECTRICALS,,,,,,,,,
4824,7/7/2023,41850,392,"M/S. POLONNARUWA HARDWARE,",,,,,,,,,
5017,8/14/2023,9457.5,400,M/S. TOKYO TRADING,,,,,,,,,
5056,8/21/2023,20625,400,M/S. TOKYO TRADING,,,,,,,,,
5107,8/29/2023,3772.5,400,M/S. TOKYO TRADING,,,,,,,,,
,,,,,,,,,,,,,
5121,8/31/2023,40912.5,400,M/S. TOKYO TRADING,,,,,,,,,
4829,7/10/2023,323335,372,M/S.LANKA LIGHTS,,,,,,,,,
4670,5/31/2023,157080,245,AFSHAN ELECTRICALS ,,,,,,,,,
,,,,,,,,,,,,,
5124,8/31/2023,2827.5,400,M/S. TOKYO TRADING,,,,,,,,,
4853,7/7/2023,36450,392,"M/S. POLONNARUWA HARDWARE,",,,,,,,,,
5141,9/5/2023,153540,400,M/S. TOKYO TRADING,,,,,,,,,
4959,7/31/2023,168000,392,"M/S. POLONNARUWA HARDWARE,",,,,,,,,,
5153,9/8/2023,3960,400,M/S. TOKYO TRADING,,,,,,,,,
5189,9/15/2023,41850,400,M/S. TOKYO TRADING,,,,,,,,,
5315,10/5/2023,174750,392,"M/S. POLONNARUWA HARDWARE,",,,,,,,,,
5210,9/19/2023,50077.5,400,M/S. TOKYO TRADING,,,,,,,,,
5138,9/5/2023,30075,393,"M/S. SUN  ELECTRICALS,",,,,,,,,,
5216,9/20/2023,54180,400,M/S. TOKYO TRADING,,,,,,,,,
5224,9/22/2023,18285,400,M/S. TOKYO TRADING,,,,,,,,,
4562,4/24/2023,28860,162,SUPER ELECTRICALS - HIGURAKGODA,,,,,,,,,
5248,9/27/2023,9870,400,M/S. TOKYO TRADING,,,,,,,,,
4736,6/19/2023,72960,245,AFSHAN ELECTRICALS ,,,,,,,,,
5263,9/30/2024,65707.5,400,M/S. TOKYO TRADING,,,,,,,,,
invoice,11/11/2019,68600,152,RAJAPAKSHA HARDWARE,,,,,,,,,
5266,9/30/2023,185310,400,M/S. TOKYO TRADING,,,,,,,,,
invoice,1/22/2020,19145,152,RAJAPAKSHA HARDWARE,,,,,,,,,
5267,9/30/2023,545205,400,M/S. TOKYO TRADING,,,,,,,,,
4818,7/6/2023,69480,245,AFSHAN ELECTRICALS ,,,,,,,,,
5298,10/4/2023,237750,400,M/S. TOKYO TRADING,,,,,,,,,
invoice,2/19/2020,13440,152,RAJAPAKSHA HARDWARE,,,,,,,,,
5391,10/19/2023,16800,400,M/S. TOKYO TRADING,,,,,,,,,
2219,7/13/2020,80850,152,RAJAPAKSHA HARDWARE,,,,,,,,,
5442,10/31/2023,243885,400,M/S. TOKYO TRADING,,,,,,,,,
2329,12/12/2020,26880,152,RAJAPAKSHA HARDWARE,,,,,,,,,
5562,11/28/2023,130140,400,M/S. TOKYO TRADING,,,,,,,,,
5583,12/4/2023,154575,400,M/S. TOKYO TRADING,,,,,,,,,
2394,3/16/2021,64400,152,RAJAPAKSHA HARDWARE,,,,,,,,,
5677,12/21/2023,66450,400,M/S. TOKYO TRADING,,,,,,,,,
5029,8/15/2023,36000,245,AFSHAN ELECTRICALS ,,,,,,,,,
5729,12/29/2023,407385,400,M/S. TOKYO TRADING,,,,,,,,,
2474,4/8/2021,96110,152,RAJAPAKSHA HARDWARE,,,,,,,,,
5730,12/29/2023,171975,400,M/S. TOKYO TRADING,,,,,,,,,
2513,4/27/2021,48790,152,RAJAPAKSHA HARDWARE,,,,,,,,,
,,,,,,,,,,,,,
2673,7/5/2021,53362.5,152,RAJAPAKSHA HARDWARE,,,,,,,,,
2977,10/12/2021,164760,152,RAJAPAKSHA HARDWARE,,,,,,,,,
4923,7/25/2023,7185,401,"M/S. DILAKSHA ELECTRICALS POWER TOOLS,",,,,,,,,,
4952,7/27/2023,35137.5,402,M/S. ANURA ENTERPRISES,,,,,,,,,
5172,9/13/2023,24360,403,M/S. WESTERN P.C & HARDWARE,,,,,,,,,
1394,6/6/2020,80500,157,SHASHEE ELECTRICALS ,,,,,,,,,
1393,6/6/2020,32200,157,SHASHEE ELECTRICALS ,,,,,,,,,
5173,9/13/2023,297457.5,404,M/S. SUDILA ELECTRICALS,,,,,,,,,
2205,6/17/2020,96600,157,SHASHEE ELECTRICALS ,,,,,,,,,
5194,9/18/2023,0,404,M/S. SUDILA ELECTRICALS,,,,,,,,,
2204,6/17/2020,15044,157,SHASHEE ELECTRICALS ,,,,,,,,,
5225,9/22/2023,10380,405,M/S. GALLE ELECTRICALS COMPANY,,,,,,,,,
2203,6/17/2020,19120,157,SHASHEE ELECTRICALS ,,,,,,,,,
2202,6/17/2020,64400,157,SHASHEE ELECTRICALS ,,,,,,,,,
2232,8/15/2020,51152,157,SHASHEE ELECTRICALS ,,,,,,,,,
5114,8/31/2023,13950,245,AFSHAN ELECTRICALS ,,,,,,,,,
2245,8/28/2020,416,157,SHASHEE ELECTRICALS ,,,,,,,,,
2265,10/9/2020,808,157,SHASHEE ELECTRICALS ,,,,,,,,,
5369,10/17/2023,576337.5,406,M/S. RATHNAYAKE ELECTRICALS,,,,,,,,,
2274,10/13/2020,707,157,SHASHEE ELECTRICALS ,,,,,,,,,
5232,9/25/2023,49650,245,AFSHAN ELECTRICALS ,,,,,,,,,
879,11/19/2020,87500,157,SHASHEE ELECTRICALS ,,,,,,,,,
5439,10/30/2023,57675,407,M/S. CHAM LANKA  ELECTRICALS,,,,,,,,,
2345,1/5/2021,18924,157,SHASHEE ELECTRICALS ,,,,,,,,,
5440,10/30/2023,16635,375,M/S.LIGHTING TOKYO,,,,,,,,,
5531,11/21/2023,63052.5,375,M/S.LIGHTING TOKYO,,,,,,,,,++
2359,1/13/2021,58992.5,157,SHASHEE ELECTRICALS ,,,,,,,,,
2370,1/21/2021,1365,157,SHASHEE ELECTRICALS ,,,,,,,,,
2371,1/22/2021,910,157,SHASHEE ELECTRICALS ,,,,,,,,,
2379,2/9/2021,104650,157,SHASHEE ELECTRICALS ,,,,,,,,,
3132,11/22/2021,94110,157,SHASHEE ELECTRICALS ,,,,,,,,,
3136,11/24/2021,510,157,SHASHEE ELECTRICALS ,,,,,,,,,
3346,1/25/2022,5790,157,SHASHEE ELECTRICALS ,,,,,,,,,
3365,1/27/2022,19440,157,SHASHEE ELECTRICALS ,,,,,,,,,
3367,1/28/2022,4755,157,SHASHEE ELECTRICALS ,,,,,,,,,
,,,,,,,,,,,,,
3961,9/23/2022,14025,250,C.R.M. HARDWARE ,,,,,,,,,
2781,7/26/2021,41962.5,258,JAYASEKARA STORES,,,,,,,,,
5244,9/26/2023,18300,258,JAYASEKARA STORES,,,,,,,,,
5591,12/5/2023,10350,258,JAYASEKARA STORES,,,,,,,,,
4359,2/13/2023,40575,248,ANGEL ELECTRICALS ,,,,,,,,,
5202,9/9/2023,72000,248,ANGEL ELECTRICALS ,,,,,,,,,
5675,12/22/2023,108262.5,248,ANGEL ELECTRICALS ,,,,,,,,,
4533,4/6/2023,168622.5,271,SANDALANKA HARDWARE & SHOP,,,,,,,,,
4287,1/20/2023,80700,256,ISURU LIGHTING,,,,,,,,,
3925,9/14/2022,32512.5,323,SITHTHAN HARDWARE,,,,,,,,,
4039,10/19/2022,58552.5,323,SITHTHAN HARDWARE,,,,,,,,,
3981,9/28/2022,101497.5,333,HILROON OIL SHOP,,,,,,,,,
4012,10/10/2022,34950,333,HILROON OIL SHOP,,,,,,,,,
4185,12/13/2022,59700,333,HILROON OIL SHOP,,,,,,,,,
5393,10/20/2023,31425,333,HILROON OIL SHOP,,,,,,,,,
4627,5/17/2023,8940,273,US POWER ZONE ,,,,,,,,,
5628,12/13/2023,102930,408,M/S. NEW S.S. CERAMIC & HARDWARE,,,,,,,,,
5447,10/31/2023,24000,409,M/S. KANOOS ELECTRICALS,,,,,,,,,
5521,11/16/2023,40500,409,M/S. KANOOS ELECTRICALS,,,,,,,,,
5386,10/19/2023,72000,410,M/S. M.T.V. TRADERS,,,,,,,,,
5338,10/10/2023,28800,411,M/S. SRI RANGA HARDWARE,,,,,,,,,
5296,9/30/2023,602175,118,CITY ELECTRICALS - TRINCO,,,,,,,,,
5396,10/23/2023,283837.5,118,CITY ELECTRICALS - TRINCO,,,,,,,,,
5452,10/31/2023,48150,118,CITY ELECTRICALS - TRINCO,,,,,,,,,
5496,11/9/2023,147225,118,CITY ELECTRICALS - TRINCO,,,,,,,,,
5527,11/17/2023,20587.5,118,CITY ELECTRICALS - TRINCO,,,,,,,,,
5558,11/27/2023,147150,118,CITY ELECTRICALS - TRINCO,,,,,,,,,
5561,11/30/2023,116887.5,118,CITY ELECTRICALS - TRINCO,,,,,,,,,
5588,12/5/2023,63570,118,CITY ELECTRICALS - TRINCO,,,,,,,,,
5670,12/12/2023,178425,118,CITY ELECTRICALS - TRINCO,,,,,,,,,
5695,12/27/2023,48600,118,CITY ELECTRICALS - TRINCO,,,,,,,,,
5703,12/28/2023,132150,118,CITY ELECTRICALS - TRINCO,,,,,,,,,
5718,12/29/2023,47572.5,118,CITY ELECTRICALS - TRINCO,,,,,,,,,
5732,12/29/2023,726412.5,118,CITY ELECTRICALS - TRINCO,,,,,,,,,
5219,9/21/2023,172575,413,M/S. M.T.P.  HARDWARE,,,,,,,,,
5207,9/19/2023,240750,123,GOLDEN HARDWARE - TRINCO,,,,,,,,,
5205,9/19/2023,436852.5,414,M/S. JAI HANUMAN,,,,,,,,,
5237,9/26/2023,120750,414,M/S. JAI HANUMAN,,,,,,,,,
5285,9/30/2023,102300,414,M/S. JAI HANUMAN,,,,,,,,,
5671,12/22/2023,155100,414,M/S. JAI HANUMAN,,,,,,,,,
5156,9/8/2023,13950,415,M/S. STAR TRADING,,,,,,,,,
5443,10/31/2023,27600,415,M/S. STAR TRADING,,,,,,,,,
5144,9/5/2023,16800,416,"M/S. VITHANAGE HARDWARE,",,,,,,,,,
5133,9/4/2023,39967.5,417,"M/S. HIGHLAND TRADERS,",,,,,,,,,
