invno,invdate,amount,tbl_customer_idtbl_customer,customer,,,,,,,,,
5728,12/29/2023,477675,338,SAM LANKA,,,,,,,,,
5733,12/31/2023,10575,338,SAM LANKA,,,,,,,,,
5169,9/12/2023,24000,464,M/S. RAJA RANI,,,,,,,,,
4046,10/21/2022,60825,465,M/S. EZHLILAHAM ELECTRICALS,,,,,,,,,
4288,1/20/2023,54967.5,465,M/S. EZHLILAHAM ELECTRICALS,,,,,,,,,
5091,8/28/2023,107910,465,M/S. EZHLILAHAM ELECTRICALS,,,,,,,,,
5720,12/29/2023,127710,465,M/S. EZHLILAHAM ELECTRICALS,,,,,,,,,
4203,12/21/2022,98775,360,INDHU HARDWARE,,,,,,,,,
4403,2/27/2023,103417.5,360,INDHU HARDWARE,,,,,,,,,
4864,7/13/2023,115942.5,360,INDHU HARDWARE,,,,,,,,,
5449,10/31/2023,204690,360,INDHU HARDWARE,,,,,,,,,
4217,12/23/2022,75487.5,364,NITHI STORES,,,,,,,,,
4920,7/25/2023,12000,364,NITHI STORES,,,,,,,,,
4661,5/30/2023,20160,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
46672,5/31/2023,40125,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4749,6/20/2023,80250,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4774,6/26/2023,181027.5,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4789,6/29/2023,2700,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4797,6/30/2023,80250,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4849,7/12/2023,414150,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4851,7/12/2023,237540,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4857,7/12/2023,58410,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4858,7/12/2023,8872.5,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4988,8/7/2023,231120,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5060,8/21/2023,50700,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5261,9/30/2023,87375,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5309,10/5/2023,10837.5,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5310,10/5/2023,10080,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5499,11/10/2023,28507.5,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5504,11/14/2023,27592.5,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5625,12/13/2023,447750,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5639,12/15/2023,9450,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4532,4/6/2023,8685,467,M/S. DG  ELECTRICALS,,,,,,,,,
4599,5/8/2023,48000,467,M/S. DG  ELECTRICALS,,,,,,,,,
4718,6/14/2023,24000,467,M/S. DG  ELECTRICALS,,,,,,,,,
4844,7/11/2023,68325,467,M/S. DG  ELECTRICALS,,,,,,,,,
4855,7/12/2023,32925,467,M/S. DG  ELECTRICALS,,,,,,,,,
4878,7/17/2023,188752.5,467,M/S. DG  ELECTRICALS,,,,,,,,,
5072,8/23/2023,186757.5,467,M/S. DG  ELECTRICALS,,,,,,,,,
5073,8/23/2023,24000,467,M/S. DG  ELECTRICALS,,,,,,,,,
5166,9/12/2023,84960,467,M/S. DG  ELECTRICALS,,,,,,,,,
5204,9/19/2023,65655,467,M/S. DG  ELECTRICALS,,,,,,,,,
5236,9/26/2023,24000,467,M/S. DG  ELECTRICALS,,,,,,,,,
5239,9/26/2023,44610,467,M/S. DG  ELECTRICALS,,,,,,,,,
5326,10/9/2023,49890,467,M/S. DG  ELECTRICALS,,,,,,,,,
5418,10/25/2023,121312.5,467,M/S. DG  ELECTRICALS,,,,,,,,,
5446,10/31/2023,157905,467,M/S. DG  ELECTRICALS,,,,,,,,,
5468,10/31/2023,200985,467,M/S. DG  ELECTRICALS,,,,,,,,,
5475,10/31/2023,127560,467,M/S. DG  ELECTRICALS,,,,,,,,,
5523,11/16/2023,48000,467,M/S. DG  ELECTRICALS,,,,,,,,,
5568,11/30/2023,56242.5,467,M/S. DG  ELECTRICALS,,,,,,,,,
5572,11/30/2023,17475,467,M/S. DG  ELECTRICALS,,,,,,,,,
5655,12/19/2023,89932.5,467,M/S. DG  ELECTRICALS,,,,,,,,,
5699,12/27/2023,42607.5,467,M/S. DG  ELECTRICALS,,,,,,,,,
5731,12/29/2023,341070,467,M/S. DG  ELECTRICALS,,,,,,,,,
4906,7/21/2023,125220,468,M/S. VISHWAYA MULTY CENTRE,,,,,,,,,
5608,12/7/2023,153285,468,M/S. VISHWAYA MULTY CENTRE,,,,,,,,,
4968,7/11/2023,12000,469,M/S. RITHUBHAN MOTORS,,,,,,,,,
4969,7/11/2023,218295,469,M/S. RITHUBHAN MOTORS,,,,,,,,,
5115,8/31/2023,96300,469,M/S. RITHUBHAN MOTORS,,,,,,,,,
5437,10/30/2023,147705,469,M/S. RITHUBHAN MOTORS,,,,,,,,,
4974,7/31/2023,193350,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5023,8/14/2023,21675,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5030,8/15/2023,118950,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5085,8/25/2023,114285,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5125,8/31/2023,10207.5,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5325,10/9/2023,21765,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5724,12/29/2023,158010,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5001,8/9/2023,154140,471,M/S. SIVAGURU  ELECTRICALS,,,,,,,,,
5190,9/15/2023,149985,472,M/S. ERIC ELECTRICALS,,,,,,,,,
5371,10/17/2023,170325,472,M/S. ERIC ELECTRICALS,,,,,,,,,
5350,10/11/2023,69210,473,M/S. VISANTHIJA ELECTRICALS,,,,,,,,,
5350,10/13/2023,114930,474,M/S. GNANAM TECHNOLOGY,,,,,,,,,
5382,10/18/2023,113370,475,M/S. ANUJAN ELECTRICALS,,,,,,,,,
5696,12/27/2023,268290,376,M/S.NEW VIVI ELECTRO,,,,,,,,,
4535,4/6/2023,110437.5,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
4706,6/12/2023,34950,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
4708,6/12/2023,37725,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
4734,6/19/2023,176625,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
4753,6/21/2023,5242.5,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
4811,7/5/2023,151125,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
5019,8/14/2023,32100,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
5067,8/22/2023,105217.5,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
5092,8/28/2023,9540,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
5093,8/28/2023,13425,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
5094,8/28/2023,20340,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
5096,8/28/2023,2820,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
5579,11/30/2023,98887.5,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
5603,12/7/2023,110250,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
5604,12/7/2023,38475,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
5630,12/14/2023,235650,369,ASIAN ELECTRICALS & LIGHTING,,,,,,,,,
4583,5/2/2023,4335,344,CITY CYCLE & ELECTRICALS,,,,,,,,,
4691,6/5/2023,18135,344,CITY CYCLE & ELECTRICALS,,,,,,,,,
4871,7/14/2023,88230,344,CITY CYCLE & ELECTRICALS,,,,,,,,,
5458,10/31/2023,39322.5,369,CITY CYCLE & ELECTRICALS,,,,,,,,,
5530,11/20/2023,48592.5,344,CITY CYCLE & ELECTRICALS,,,,,,,,,
4555,4/20/2023,205815,77,MAGAMPURA HARDWARE,,,,,,,,,
4714,6/13/2023,134760,77,MAGAMPURA HARDWARE,,,,,,,,,
4792,6/29/2023,355402.5,77,MAGAMPURA HARDWARE,,,,,,,,,
5375,10/17/2023,174750,77,MAGAMPURA HARDWARE,,,,,,,,,
5401,10/23/2023,309375,77,MAGAMPURA HARDWARE,,,,,,,,,
4429,4/1/2023,7950,97,SUDARA ENTERPRICESES,,,,,,,,,
5469,10/31/2023,27600,97,SUDARA ENTERPRICESES,,,,,,,,,
5508,11/15/2023,41850,97,SUDARA ENTERPRICESES,,,,,,,,,
4545,4/7/2023,1075020,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
4669,5/31/2023,34650,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
4825,7/7/2023,25005,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
4837,7/10/2023,12150,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
4904,7/21/2023,1152480,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
5055,8/21/2023,33210,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
5123,8/31/2023,796125,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
5170,9/13/2023,10350,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
5196,9/18/2023,57712.5,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
5212,9/20/2023,349275,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
5250,9/27/2023,113587.5,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
5255,9/30/2023,26650,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
5256,9/30/2023,685912.5,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
5322,9/10/2023,1383465,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
5519,11/16/2023,96900,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
5566,11/29/2023,270120,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
5601,12/6/2023,393225,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
5641,12/15/2023,67125,74,FINAL TOUCH ELECTRICALS ,,,,,,,,,
4544,4/7/2023,69750,23,JAYANI ELECTRICALS,,,,,,,,,
4554,4/20/2023,34275,23,JAYANI ELECTRICALS,,,,,,,,,
4630,5/18/2023,27975,23,JAYANI ELECTRICALS,,,,,,,,,
4650,5/26/2023,1139325,23,JAYANI ELECTRICALS,,,,,,,,,
4707,6/12/2023,33525,23,JAYANI ELECTRICALS,,,,,,,,,
4791,6/29/2023,1112662.5,23,JAYANI ELECTRICALS,,,,,,,,,
4896,7/19/2023,203850,23,JAYANI ELECTRICALS,,,,,,,,,
5053,8/21/2023,223875,23,JAYANI ELECTRICALS,,,,,,,,,
5116,8/31/2023,502387.5,23,JAYANI ELECTRICALS,,,,,,,,,
5160,9/18/2023,18000,23,JAYANI ELECTRICALS,,,,,,,,,
5321,10/9/2023,174750,23,JAYANI ELECTRICALS,,,,,,,,,
5380,10/18/2023,54600,23,JAYANI ELECTRICALS,,,,,,,,,
5444,10/31/2023,700275,23,JAYANI ELECTRICALS,,,,,,,,,
5582,12/14/2023,121080,23,JAYANI ELECTRICALS,,,,,,,,,
5658,12/19/2023,684090,23,JAYANI ELECTRICALS,,,,,,,,,
5662,12/20/2023,209250,23,JAYANI ELECTRICALS,,,,,,,,,
5668,12/21/2023,139500,23,JAYANI ELECTRICALS,,,,,,,,,
5692,12/27/2023,20400,23,JAYANI ELECTRICALS,,,,,,,,,
5366,10/16/2023,6660,43,RANGA ELECTRICALS,,,,,,,,,
5430,10/27/2023,107902.5,43,RANGA ELECTRICALS,,,,,,,,,
5451,10/31/2023,71670,43,RANGA ELECTRICALS,,,,,,,,,
5525,11/17/2023,23085,43,RANGA ELECTRICALS,,,,,,,,,
4534,6/4/2023,14475,26,METRO LIGHT SHOP ,,,,,,,,,
4611,5/11/2023,249540,26,METRO LIGHT SHOP ,,,,,,,,,
4642,5/23/2023,20250,26,METRO LIGHT SHOP ,,,,,,,,,
4645,5/25/2023,383325,26,METRO LIGHT SHOP ,,,,,,,,,
4674,6/1/2023,7237.5,26,METRO LIGHT SHOP ,,,,,,,,,
4687,6/2/2023,14475,26,METRO LIGHT SHOP ,,,,,,,,,
4701,6/9/2023,7762.5,26,METRO LIGHT SHOP ,,,,,,,,,
4804,6/30/2023,35925,26,METRO LIGHT SHOP ,,,,,,,,,
4868,7/14/2023,42225,26,METRO LIGHT SHOP ,,,,,,,,,
4901,7/20/2023,6075,26,METRO LIGHT SHOP ,,,,,,,,,
4905,7/21/2023,222842.5,26,METRO LIGHT SHOP ,,,,,,,,,
4967,7/31/2023,32100,26,METRO LIGHT SHOP ,,,,,,,,,
4983,8/7/2023,26010,26,METRO LIGHT SHOP ,,,,,,,,,
5027,8/15/2023,43350,26,METRO LIGHT SHOP ,,,,,,,,,
5057,8/21/2023,151800,26,METRO LIGHT SHOP ,,,,,,,,,
5090,8/28/2023,126427.5,26,METRO LIGHT SHOP ,,,,,,,,,
5213,9/20/2023,220275,26,METRO LIGHT SHOP ,,,,,,,,,
5217,9/21/2023,21675,26,METRO LIGHT SHOP ,,,,,,,,,
5229,9/25/2023,43350,26,METRO LIGHT SHOP ,,,,,,,,,
5257,9/30/2023,504937.5,26,METRO LIGHT SHOP ,,,,,,,,,
5365,10/16/2023,64132.5,26,METRO LIGHT SHOP ,,,,,,,,,
5394,10/23/2023,115620,26,METRO LIGHT SHOP ,,,,,,,,,
5483,11/6/2023,25110,26,METRO LIGHT SHOP ,,,,,,,,,
5546,11/22/2023,87375,26,METRO LIGHT SHOP ,,,,,,,,,
5555,11/24/2023,269250,26,METRO LIGHT SHOP ,,,,,,,,,
5556,11/24/2023,113640,26,METRO LIGHT SHOP ,,,,,,,,,
5587,12/4/2023,80250,26,METRO LIGHT SHOP ,,,,,,,,,
5660,12/19/2023,14117250,26,METRO LIGHT SHOP ,,,,,,,,,
4363,2/14/2023,36187.5,476,INDUMINA ELECTRICALS,,,,,,,,,
4582,5/2/2023,52110,476,INDUMINA ELECTRICALS,,,,,,,,,
5258,9/30/2023,71100,476,INDUMINA ELECTRICALS,,,,,,,,,
4620,5/16/2023,121875,477,"M/S. NEW SILVERLINE TRADERS,",,,,,,,,,
4773,6/26/2023,113542.5,477,"M/S. NEW SILVERLINE TRADERS,",,,,,,,,,
4366,2/14/2023,112350,478,HOME PLUS,,,,,,,,,
5339,10/10/2023,41925,478,HOME PLUS,,,,,,,,,
5581,12/4/2023,125257.5,478,HOME PLUS,,,,,,,,,
4622,5/16/2023,57750,479,M/S. SANHINDA HARDWARE,,,,,,,,,
4629,5/17/2023,64200,479,M/S. SANHINDA HARDWARE,,,,,,,,,
4389,2/23/2023,55500,480,SHANTHI ELECTRICALS,,,,,,,,,
5086,8/25/2023,7200,479,M/S. SANHINDA HARDWARE,,,,,,,,,
5043,8/17/2023,41415,480,SHANTHI ELECTRICALS,,,,,,,,,
5478,11/3/2023,39825,480,SHANTHI ELECTRICALS,,,,,,,,,
5497,11/9/2023,40875,480,SHANTHI ELECTRICALS,,,,,,,,,
5087,8/25/2023,20340,479,M/S. SANHINDA HARDWARE,,,,,,,,,
5088,8/25/2023,16462.5,479,M/S. SANHINDA HARDWARE,,,,,,,,,
5553,11/24/2024,64200,479,M/S. SANHINDA HARDWARE,,,,,,,,,
4415,2/28/2023,174187.5,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
4453,3/17/2023,244087.5,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
4497,3/28/2023,294487.5,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
4570,4/26/2023,56775,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
4604,5/9/2023,69150,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
4665,5/31/2023,117750,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
4694,6/6/2023,123420,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
4623,5/16/2023,129780,482,M/S. WASANA TRADERS,,,,,,,,,
4771,6/26/2023,32512.5,482,M/S. WASANA TRADERS,,,,,,,,,
4781,6/27/2023,69750,482,M/S. WASANA TRADERS,,,,,,,,,
4709,6/12/2023,184320,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
5245,9/27/2023,57870,482,M/S. WASANA TRADERS,,,,,,,,,
4848,7/12/2023,34702.5,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
4854,7/12/2023,34702.5,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
4658,5/29/2023,62767.5,483,M/S. MALINDU HARDWARE,,,,,,,,,
4938,7/26/2023,139500,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
5139,9/5/2023,163912.5,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4729,6/16/2023,305212.5,484,M/S. NEW PROMOD ELECTRICALS,,,,,,,,,
5498,11/9/2023,90480,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
4730,6/16/2023,36697.5,484,M/S. NEW PROMOD ELECTRICALS,,,,,,,,,
5560,11/28/2023,57960,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
5599,12/6/2023,4507.5,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
4860,7/13/2023,50295,484,M/S. NEW PROMOD ELECTRICALS,,,,,,,,,
5626,12/13/2023,28950,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
5714,12/29/2023,23220,484,M/S. NEW PROMOD ELECTRICALS,,,,,,,,,
5719,12/29/2023,133725,481,SINGHE HARDWARE & ELECTRICALS,,,,,,,,,
4414,2/28/2023,33525,318,NEW CITY ELECTRICALS,,,,,,,,,
4435,3/9/2023,109725,486,NEW WEERAKETIYA HARDWARE,,,,,,,,,
4581,4/28/2023,53955,486,NEW WEERAKETIYA HARDWARE,,,,,,,,,
4740,6/19/2023,117585,486,NEW WEERAKETIYA HARDWARE,,,,,,,,,
5100,8/28/2023,40680,486,NEW WEERAKETIYA HARDWARE,,,,,,,,,
5341,10/10/2023,7350,486,NEW WEERAKETIYA HARDWARE,,,,,,,,,
4750,6/21/2023,143647.5,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
4839,7/10/2023,82050,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
4446,3/15/2023,190342.5,487," PRADEEP ELECTRICALS,",,,,,,,,,
4911,7/24/2023,261877.5,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
4947,7/27/2023,17475,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
4461,3/20/2023,114817.5,488, SKYLIGHTS ELECTRICALS,,,,,,,,,
4536,4/7/2023,52035,488, SKYLIGHTS ELECTRICALS,,,,,,,,,
4867,7/14/2023,82830,488, SKYLIGHTS ELECTRICALS,,,,,,,,,
5327,10/9/2023,46425,488, SKYLIGHTS ELECTRICALS,,,,,,,,,
5022,8/14/2023,133387.5,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5054,8/21/2023,15352.5,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5103,8/28/2023,12165,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
4464,3/20/2023,64597.5,489,NEW GALLE ELECTRICALS,,,,,,,,,
5104,8/29/2023,44675,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5108,8/29/2023,205672.5,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
4466,3/21/2023,79882.5,490,M/S. MODERN ELECTRICALS,,,,,,,,,
4675,6/1/2023,32100,490,M/S. MODERN ELECTRICALS,,,,,,,,,
4869,7/14/2023,53100,490,M/S. MODERN ELECTRICALS,,,,,,,,,
4952,7/28/2023,63412,490,M/S. MODERN ELECTRICALS,,,,,,,,,
5127,8/31/2023,2520,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5221,9/21/2023,142500,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5308,10/5/2023,521340,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
4457,3/20/2023,69825,491,M/S. SINGHE HARDWARE,,,,,,,,,
5354,10/12/2023,20820,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
4484,3/23/2023,38475,491,M/S. SINGHE HARDWARE,,,,,,,,,
5364,10/16/2023,38400,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5037,8/16/2023,40500,491,M/S. SINGHE HARDWARE,,,,,,,,,
5399,10/23/2023,28987.5,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5106,8/29/2023,71265,491,M/S. SINGHE HARDWARE,,,,,,,,,
5426,10/27/2023,145012.5,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5509,11/15/2023,73852.5,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5476,10/31/2023,96300,491,M/S. SINGHE HARDWARE,,,,,,,,,
5575,11/30/2023,145305,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5482,11/6/2023,17340,491,M/S. SINGHE HARDWARE,,,,,,,,,
5493,11/8/2023,4050,491,M/S. SINGHE HARDWARE,,,,,,,,,
5613,12/11/2023,112552.5,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5615,12/11/2023,47400,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5627,12/13/2023,354727.5,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5647,12/18/2023,151987.5,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
5691,12/27/2023,189150,485,M/S. SOUTHERN HARDWARE,,,,,,,,,
4474,5/22/2023,110182.5,492,M/S. HEWAGE ELECTRICALS,,,,,,,,,
5028,8/15/2023,32100,492,M/S. HEWAGE ELECTRICALS,,,,,,,,,
5031,8/15/2023,41415,492,M/S. HEWAGE ELECTRICALS,,,,,,,,,
5032,8/15/2023,41415,492,M/S. HEWAGE ELECTRICALS,,,,,,,,,
4516,3/31/2023,122925,493,CHANAKA ELECTRICALS,,,,,,,,,
4737,1/19/2023,111300,493,CHANAKA ELECTRICALS,,,,,,,,,
5077,8/24/2023,19920,493,CHANAKA ELECTRICALS,,,,,,,,,
5249,9/27/2023,10837.5,493,CHANAKA ELECTRICALS,,,,,,,,,
4564,4/26/2023,122550,495,M/S. CHANAKA ENTERPRISES,,,,,,,,,
4651,5/26/2023,32100,495,M/S. CHANAKA ENTERPRISES,,,,,,,,,
5071,8/23/2023,32100,495,M/S. CHANAKA ENTERPRISES,,,,,,,,,
4586,5/2/2023,55200,498,M/S. AHANGAMA ELECTRICALS,,,,,,,,,
5289,9/30/2023,20250,498,M/S. AHANGAMA ELECTRICALS,,,,,,,,,
4887,7/18/2023,21555,494,M/S. ATHUKORA ELECTRICALS,,,,,,,,,
5079,8/24/2023,82830,494,M/S. ATHUKORA ELECTRICALS,,,,,,,,,
4812,7/5/2023,143850,497,M/S. SUHADA  ELECTRICALS,,,,,,,,,
4930,7/25/2023,101595,496,M/S. WICKRAMA HARDWARE STORES,,,,,,,,,
5158,9/11/2023,570375,497,M/S. SUHADA  ELECTRICALS,,,,,,,,,
5042,8/17/2023,115350,496,M/S. WICKRAMA HARDWARE STORES,,,,,,,,,
5286,9/30/2023,75450,497,M/S. SUHADA  ELECTRICALS,,,,,,,,,
5405,10/23/2023,29287,497,M/S. SUHADA  ELECTRICALS,,,,,,,,,
5532,12/21/2023,218040,496,M/S. WICKRAMA HARDWARE STORES,,,,,,,,,
5435,10/30/2023,179175,497,M/S. SUHADA  ELECTRICALS,,,,,,,,,
5713,12/29/2023,353940,496,M/S. WICKRAMA HARDWARE STORES,,,,,,,,,
5456,10/31/2023,1590,497,M/S. SUHADA  ELECTRICALS,,,,,,,,,
4995,8/8/2023,40680,499,M/S. RUWAN ELECTRICALS,,,,,,,,,
5512,11/15/2023,256177.5,497,M/S. SUHADA  ELECTRICALS,,,,,,,,,
5533,11/20/2023,140550,497,M/S. SUHADA  ELECTRICALS,,,,,,,,,
5408,10/24/2023,152662,499,M/S. RUWAN ELECTRICALS,,,,,,,,,
5552,11/24/2023,96300,497,M/S. SUHADA  ELECTRICALS,,,,,,,,,
5480,11/6/2023,41625,499,M/S. RUWAN ELECTRICALS,,,,,,,,,
5577,11/30/2023,188625,497,M/S. SUHADA  ELECTRICALS,,,,,,,,,
5586,12/4/2023,22065,497,M/S. SUHADA  ELECTRICALS,,,,,,,,,
5500,11/10/2023,17370,499,M/S. RUWAN ELECTRICALS,,,,,,,,,
5659,12/19/2023,396690,497,M/S. SUHADA  ELECTRICALS,,,,,,,,,
5563,11/29/2023,19530,499,M/S. RUWAN ELECTRICALS,,,,,,,,,
5683,12/29/2023,77850,497,M/S. SUHADA  ELECTRICALS,,,,,,,,,
5709,12/28/2023,121987.5,499,M/S. RUWAN ELECTRICALS,,,,,,,,,
5102,8/28/2023,9960,500,M/S. LASANTHA CYCLE,,,,,,,,,
5147,9/6/2023,248490,501,M/S. DISHAN ELECTRICALS,,,,,,,,,
5148,9/6/2023,222705,501,M/S. DISHAN ELECTRICALS,,,,,,,,,
5259,9/30/2023,167625,501,M/S. DISHAN ELECTRICALS,,,,,,,,,
5543,11/22/2023,87375,501,M/S. DISHAN ELECTRICALS,,,,,,,,,
5665,12/20/2023,38115,501,M/S. DISHAN ELECTRICALS,,,,,,,,,
5403,10/23/2023,84600,502,M/S. WICKREMASINGHE HARDWARE,,,,,,,,,
5538,11/21/2023,27600,503,M/S. NEW RANAWEERA STORES,,,,,,,,,
123456,2/6/2024,25780,504,TEST CUSTOMER,,,,,,,,,
